TYPE,NAME,LOCI,MTHD,ORDR,LLIK_TREE,LLIK_NMIG,DIST
cov,case_study,10,treemix,63,58.2269023382,104.742330072,0
cov,case_study,10,treemix,64,58.2269023382,104.742330072,0
cov,case_study,10,treemix,65,58.2269023382,104.742330072,0
cov,case_study,10,treemix,66,58.2269023382,104.742330072,0
cov,case_study,10,treemix,67,58.2269023382,104.742330072,0
cov,case_study,10,treemix,68,58.2269023382,104.742330072,0
cov,case_study,10,treemix,69,58.2269023382,104.742330072,0
cov,case_study,10,treemix,6,58.2269023382,104.742330072,0
cov,case_study,10,treemix,70,58.2269023382,104.742330072,0
cov,case_study,10,treemix,71,58.2269023382,104.742330072,0
cov,case_study,10,treemix,72,58.2269023382,104.742330072,0
cov,case_study,10,treemix,73,58.2269023382,104.742330072,0
cov,case_study,10,treemix,74,58.2269023382,104.742330072,0
cov,case_study,10,treemix,75,58.2269023382,104.742330072,0
cov,case_study,10,treemix,76,58.2269023382,104.742330072,0
cov,case_study,10,treemix,77,58.2269023382,104.742330072,0
cov,case_study,10,treemix,78,58.2269023382,104.742330072,0
cov,case_study,10,treemix,79,58.2269023382,104.742330072,0
cov,case_study,10,treemix,7,58.2269023382,104.742330072,0
cov,case_study,10,treemix,80,58.2269023382,104.742330072,0
cov,case_study,10,treemix,81,58.2269023382,104.742330072,0
cov,case_study,10,treemix,82,58.2269023382,104.742330072,0
cov,case_study,10,treemix,83,58.2269023382,104.742330072,0
cov,case_study,10,treemix,84,58.2269023382,104.742330072,0
cov,case_study,10,treemix,85,58.2269023382,104.742330072,0
cov,case_study,10,treemix,86,58.2269023382,104.742330072,0
cov,case_study,10,treemix,87,58.2269023382,104.742330072,0
cov,case_study,10,treemix,88,58.2269023382,104.742330072,0
cov,case_study,10,treemix,89,58.2269023382,104.742330072,0
cov,case_study,10,treemix,8,58.2269023382,104.742330072,0
cov,case_study,10,treemix,90,58.2269023382,104.742330072,0
cov,case_study,10,treemix,91,58.2269023382,104.742330072,0
cov,case_study,10,treemix,92,58.2269023382,104.742330072,0
cov,case_study,10,treemix,93,58.2269023382,104.742330072,0
cov,case_study,10,treemix,94,58.2269023382,104.742330072,0
cov,case_study,10,treemix,95,58.2269023382,104.742330072,0
cov,case_study,10,treemix,96,58.2269023382,104.742330072,0
cov,case_study,10,treemix,97,58.2269023382,104.742330072,0
cov,case_study,10,treemix,98,58.2269023382,104.742330072,0
cov,case_study,10,treemix,99,58.2269023382,104.742330072,0
cov,case_study,10,treemix,9,58.2269023382,104.742330072,0
cov,case_study,10,treemix-mlno,100,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,101,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,102,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,103,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,104,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,105,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,106,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,107,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,108,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,109,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,10,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,110,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,111,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,112,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,113,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,114,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,115,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,116,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,117,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,118,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,119,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,11,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,120,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,12,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,13,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,14,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,15,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,16,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,17,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,18,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,19,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,1,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,20,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,21,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,22,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,23,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,24,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,25,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,26,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,27,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,28,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,29,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,2,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,30,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,31,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,32,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,33,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,34,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,35,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,36,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,37,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,38,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,39,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,3,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,40,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,41,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,42,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,43,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,44,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,45,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,46,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,47,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,48,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,49,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,4,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,50,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,51,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,52,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,53,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,54,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,55,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,56,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,57,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,58,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,59,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,5,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,60,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,61,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,62,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,63,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,64,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,65,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,66,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,67,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,68,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,69,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,6,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,70,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,71,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,72,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,73,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,74,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,75,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,76,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,77,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,78,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,79,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,7,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,80,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,81,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,82,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,83,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,84,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,85,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,86,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,87,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,88,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,89,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,8,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,90,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,91,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,92,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,93,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,94,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,95,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,96,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,97,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,98,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,99,58.2269023382,104.742333587,0
cov,case_study,10,treemix-mlno,9,58.2269023382,104.742333587,0
cov,case_study,50,treemix,100,-252.508119885,27.032014323,9
cov,case_study,50,treemix,101,-252.508119885,27.032014323,9
cov,case_study,50,treemix,102,-252.508119885,27.032014323,9
cov,case_study,50,treemix,103,-252.508119885,27.032014323,9
cov,case_study,50,treemix,104,-252.508119885,27.032014323,9
cov,case_study,50,treemix,105,-252.508119885,27.032014323,9
cov,case_study,50,treemix,106,-252.508119885,27.032014323,9
cov,case_study,50,treemix,107,-252.508119885,27.032014323,9
cov,case_study,50,treemix,108,-252.508119885,27.032014323,9
cov,case_study,50,treemix,109,-252.508119885,27.032014323,9
cov,case_study,50,treemix,10,-252.508119885,27.032014323,9
cov,case_study,50,treemix,110,-252.508119885,27.032014323,9
cov,case_study,50,treemix,111,-252.508119885,27.032014323,9
cov,case_study,50,treemix,112,-252.508119885,27.032014323,9
cov,case_study,50,treemix,113,-252.508119885,27.032014323,9
cov,case_study,50,treemix,114,-252.508119885,27.032014323,9
cov,case_study,50,treemix,115,-252.508119885,27.032014323,9
cov,case_study,50,treemix,116,-252.508119885,27.032014323,9
cov,case_study,50,treemix,117,-252.508119885,27.032014323,9
cov,case_study,50,treemix,118,-252.508119885,27.032014323,9
cov,case_study,50,treemix,119,-252.508119885,27.032014323,9
cov,case_study,50,treemix,11,-252.508119885,27.032014323,9
cov,case_study,50,treemix,120,-252.508119885,27.032014323,9
cov,case_study,50,treemix,12,-252.508119885,27.032014323,9
cov,case_study,50,treemix,13,-252.508119885,27.032014323,9
cov,case_study,50,treemix,14,-252.508119885,27.032014323,9
cov,case_study,50,treemix,15,-252.508119885,27.032014323,9
cov,case_study,50,treemix,16,-252.508119885,27.032014323,9
cov,case_study,50,treemix,17,-252.508119885,27.032014323,9
cov,case_study,50,treemix,18,-252.508119885,27.032014323,9
cov,case_study,50,treemix,19,-252.508119885,27.032014323,9
cov,case_study,50,treemix,1,-252.508119885,27.032014323,9
cov,case_study,50,treemix,20,-252.508119885,27.032014323,9
cov,case_study,50,treemix,21,-252.508119885,27.032014323,9
cov,case_study,50,treemix,22,-252.508119885,27.032014323,9
cov,case_study,50,treemix,23,-252.508119885,27.032014323,9
cov,case_study,50,treemix,24,-252.508119885,27.032014323,9
cov,case_study,50,treemix,25,-252.508119885,27.032014323,9
cov,case_study,50,treemix,26,-252.508119885,27.032014323,9
cov,case_study,50,treemix,27,-252.508119885,27.032014323,9
cov,case_study,50,treemix,28,-252.508119885,27.032014323,9
cov,case_study,50,treemix,29,-252.508119885,27.032014323,9
cov,case_study,50,treemix,2,-252.508119885,27.032014323,9
cov,case_study,50,treemix,30,-252.508119885,27.032014323,9
cov,case_study,50,treemix,31,-252.508119885,27.032014323,9
cov,case_study,50,treemix,32,-252.508119885,27.032014323,9
cov,case_study,50,treemix,33,-252.508119885,27.032014323,9
cov,case_study,50,treemix,34,-252.508119885,27.032014323,9
cov,case_study,50,treemix,35,-252.508119885,27.032014323,9
cov,case_study,50,treemix,36,-252.508119885,27.032014323,9
cov,case_study,50,treemix,37,-252.508119885,27.032014323,9
cov,case_study,50,treemix,38,-252.508119885,27.032014323,9
cov,case_study,50,treemix,39,-252.508119885,27.032014323,9
cov,case_study,50,treemix,3,-252.508119885,27.032014323,9
cov,case_study,50,treemix,40,-252.508119885,27.032014323,9
cov,case_study,50,treemix,41,-252.508119885,27.032014323,9
cov,case_study,50,treemix,42,-252.508119885,27.032014323,9
cov,case_study,50,treemix,43,-252.508119885,27.032014323,9
cov,case_study,50,treemix,44,-252.508119885,27.032014323,9
cov,case_study,50,treemix,45,-252.508119885,27.032014323,9
cov,case_study,50,treemix,46,-252.508119885,27.032014323,9
cov,case_study,50,treemix,47,-252.508119885,27.032014323,9
cov,case_study,50,treemix,48,-252.508119885,27.032014323,9
cov,case_study,50,treemix,49,-252.508119885,27.032014323,9
cov,case_study,50,treemix,4,-252.508119885,27.032014323,9
cov,case_study,50,treemix,50,-252.508119885,27.032014323,9
cov,case_study,50,treemix,51,-252.508119885,27.032014323,9
cov,case_study,50,treemix,52,-252.508119885,27.032014323,9
cov,case_study,50,treemix,53,-252.508119885,27.032014323,9
cov,case_study,50,treemix,54,-252.508119885,27.032014323,9
cov,case_study,50,treemix,55,-252.508119885,27.032014323,9
cov,case_study,50,treemix,56,-252.508119885,27.032014323,9
cov,case_study,50,treemix,57,-252.508119885,27.032014323,9
cov,case_study,50,treemix,58,-252.508119885,27.032014323,9
cov,case_study,50,treemix,59,-252.508119885,27.032014323,9
cov,case_study,50,treemix,5,-252.508119885,27.032014323,9
cov,case_study,50,treemix,60,-252.508119885,27.032014323,9
cov,case_study,50,treemix,61,-252.508119885,27.032014323,9
cov,case_study,50,treemix,62,-252.508119885,27.032014323,9
cov,case_study,50,treemix,63,-252.508119885,27.032014323,9
cov,case_study,50,treemix,64,-252.508119885,27.032014323,9
cov,case_study,50,treemix,65,-252.508119885,27.032014323,9
cov,case_study,50,treemix,66,-252.508119885,27.032014323,9
cov,case_study,50,treemix,67,-252.508119885,27.032014323,9
cov,case_study,50,treemix,68,-252.508119885,27.032014323,9
cov,case_study,50,treemix,69,-252.508119885,27.032014323,9
cov,case_study,50,treemix,6,-252.508119885,27.032014323,9
cov,case_study,50,treemix,70,-252.508119885,27.032014323,9
cov,case_study,50,treemix,71,-252.508119885,27.032014323,9
cov,case_study,50,treemix,72,-252.508119885,27.032014323,9
cov,case_study,50,treemix,73,-252.508119885,27.032014323,9
cov,case_study,50,treemix,74,-252.508119885,27.032014323,9
cov,case_study,50,treemix,75,-252.508119885,27.032014323,9
cov,case_study,50,treemix,76,-252.508119885,27.032014323,9
cov,case_study,50,treemix,77,-252.508119885,27.032014323,9
cov,case_study,50,treemix,78,-252.508119885,27.032014323,9
cov,case_study,50,treemix,79,-252.508119885,27.032014323,9
cov,case_study,50,treemix,7,-252.508119885,27.032014323,9
cov,case_study,50,treemix,80,-252.508119885,27.032014323,9
cov,case_study,50,treemix,81,-252.508119885,27.032014323,9
cov,case_study,50,treemix,82,-252.508119885,27.032014323,9
cov,case_study,50,treemix,83,-252.508119885,27.032014323,9
cov,case_study,50,treemix,84,-252.508119885,27.032014323,9
cov,case_study,50,treemix,85,-252.508119885,27.032014323,9
cov,case_study,50,treemix,86,-252.508119885,27.032014323,9
cov,case_study,50,treemix,87,-252.508119885,27.032014323,9
cov,case_study,50,treemix,88,-252.508119885,27.032014323,9
cov,case_study,50,treemix,89,-252.508119885,27.032014323,9
cov,case_study,50,treemix,8,-252.508119885,27.032014323,9
cov,case_study,50,treemix,90,-252.508119885,27.032014323,9
cov,case_study,50,treemix,91,-252.508119885,27.032014323,9
cov,case_study,50,treemix,92,-252.508119885,27.032014323,9
cov,case_study,50,treemix,93,-252.508119885,27.032014323,9
cov,case_study,50,treemix,94,-252.508119885,27.032014323,9
cov,case_study,50,treemix,95,-252.508119885,27.032014323,9
cov,case_study,50,treemix,96,-252.508119885,27.032014323,9
cov,case_study,50,treemix,97,-252.508119885,27.032014323,9
cov,case_study,50,treemix,98,-252.508119885,27.032014323,9
cov,case_study,50,treemix,99,-252.508119885,27.032014323,9
cov,case_study,50,treemix,9,-252.508119885,27.032014323,9
cov,case_study,50,treemix-mlno,100,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,101,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,102,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,103,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,104,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,105,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,106,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,107,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,108,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,109,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,10,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,110,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,111,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,112,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,113,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,114,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,115,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,116,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,117,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,118,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,119,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,11,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,120,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,12,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,13,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,14,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,15,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,16,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,17,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,18,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,19,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,1,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,20,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,21,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,22,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,23,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,24,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,25,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,26,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,27,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,28,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,29,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,2,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,30,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,31,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,32,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,33,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,34,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,35,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,36,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,37,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,38,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,39,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,3,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,40,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,41,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,42,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,43,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,44,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,45,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,46,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,47,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,48,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,49,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,4,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,50,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,51,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,52,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,53,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,54,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,55,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,56,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,57,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,58,-252.508119885,117.531632226,0
cov,case_study,50,treemix-mlno,59,-252.508119885,117.531632226,0
