NAME,MTHD,ORDR,LLIK_TREE,LLIK_NMIG,DIST,TIME
lipson2020_fig5a,treemix-allmigs,100,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,10,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,11,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,12,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,13,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,14,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,15,-535.752648279,-32.6059884264,9,0:00.12
lipson2020_fig5a,treemix-allmigs,16,-535.752648279,-32.6059884264,9,0:00.12
lipson2020_fig5a,treemix-allmigs,17,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,18,-535.752648279,-32.6059884264,9,0:00.12
lipson2020_fig5a,treemix-allmigs,19,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,1,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,20,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,21,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,22,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,23,-535.752648279,-32.6059884264,9,0:00.12
lipson2020_fig5a,treemix-allmigs,24,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,25,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,26,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,27,-535.752648279,-32.6059884264,9,0:00.13
lipson2020_fig5a,treemix-allmigs,28,-535.752648279,-32.6059884264,9,0:00.13
