NAME,MTHD,ORDR,LLIK_TREE,LLIK_NMIG,DIST,TIME
case_study,treemix-allmigs,100,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,10,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,11,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,12,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,13,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,14,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,15,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,16,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,17,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,18,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,19,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,1,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,20,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,21,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,22,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,23,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,24,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,25,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,26,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,27,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,28,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,29,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,2,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,30,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,31,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,32,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,33,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,34,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,35,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,36,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,37,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,38,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,39,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,3,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,40,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,41,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,42,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,43,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,44,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,45,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,46,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,47,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,48,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,49,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,4,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,50,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,51,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,52,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,53,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,54,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,55,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,56,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,57,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,58,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,59,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,5,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,60,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,61,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,62,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,63,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,64,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,65,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,66,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,67,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,68,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,69,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,6,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,70,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,71,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,72,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,73,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,74,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,75,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,76,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,77,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,78,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,79,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,7,-1302625.41931,-366944.286348,9,0:00.13
case_study,treemix-allmigs,80,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,81,-1302625.41931,-366944.286348,9,0:00.14
case_study,treemix-allmigs,82,-1302625.41931,-366944.286348,9,0:00.14
