"INDEX","SSR"
"1",149,7.61050479591788e-06
"2",93,0.00683647123585705
"3",20,0.00791965374563379
"4",98,0.00939525070205138
"5",133,0.0101123501856976
"6",62,0.0101127374984084
"7",140,0.0101142048565347
"8",119,0.0101246910923884
"9",25,0.0102036638038026
"10",31,0.0102146936528026
"11",127,0.0107049752198591
"12",110,0.0107088717767024
"13",37,0.0109639875030619
"14",67,0.0111447105085338
"15",124,0.0129390625
"16",182,0.0135988772197774
"17",138,0.0157588695899983
"18",206,0.0163458333333333
"19",120,0.0174894199289417
"20",21,0.0174901972791163
"21",128,0.0174909602430096
"22",134,0.0174917469596713
"23",118,0.0177516618464014
"24",111,0.0177520732572188
"25",239,0.0179999837127122
"26",227,0.0180626765254896
"27",231,0.0184380399086244
"28",95,0.0193114375
"29",45,0.0193716746947038
"30",77,0.0213020833333333
"31",100,0.0213020833333333
"32",156,0.0241486111111111
"33",247,0.0241486111111111
"34",126,0.0260541200361627
"35",109,0.0260541666666666
"36",135,0.0260541666666666
"37",131,0.0260541666666666
"38",29,0.0260541666666667
"39",114,0.0260541666666667
"40",35,0.0260541666666667
"41",123,0.0260541666666667
"42",41,0.0260541666666667
"43",132,0.0260541666666667
"44",113,0.0260541666666667
"45",4,0.0260541666666667
"46",121,0.0260541666666667
"47",116,0.0260541666666667
"48",48,0.0260541666666667
"49",129,0.0260541666666667
"50",112,0.0260541666666667
"51",117,0.0260541666666667
"52",125,0.0260541666666667
"53",122,0.0260543215840682
"54",115,0.0260543668667829
"55",130,0.0260543668667829
"56",26,0.0260698273608892
"57",105,0.02640625
"58",99,0.02640625
"59",89,0.02640625
"60",101,0.02640625
"61",146,0.0264107318138441
"62",296,0.0264395833333333
"63",299,0.0264395833333333
"64",213,0.0264479166666667
"65",24,0.0265062994036264
"66",306,0.026578634265199
"67",237,0.0265815396710672
"68",216,0.0265963515893119
"69",303,0.0266036564269707
"70",286,0.0278107473267518
"71",34,0.0278145833333333
"72",59,0.0286067708333333
"73",69,0.0286067708333333
"74",36,0.0286067708333333
"75",32,0.0286067708333333
"76",75,0.0286067708333333
"77",147,0.0286067708333333
"78",40,0.0286067708333333
"79",47,0.0286067708333333
"80",78,0.0286067708333333
"81",152,0.0286067708333333
"82",142,0.0286067708333333
"83",150,0.0286067708333333
"84",137,0.0286067708333333
"85",144,0.0286067708333333
"86",143,0.0286067708333333
"87",148,0.0286067708333333
"88",5,0.0286067708333333
"89",139,0.0286067708333334
"90",136,0.0286068337688256
"91",145,0.0286068337688256
"92",151,0.0286069998568953
"93",141,0.0286069998568953
"94",18,0.0286082561857194
"95",68,0.0289583333333333
"96",63,0.0289583333333333
"97",51,0.0289583333333333
"98",57,0.0289583333333333
"99",325,0.0292916666666666
"100",269,0.02946307656163
"101",327,0.0294632642738867
"102",318,0.0307526041666666
"103",321,0.0307526041666666
"104",232,0.0307526041666667
"105",311,0.0307526041666667
"106",314,0.0307526041666667
"107",226,0.0307526041666667
"108",244,0.0307526041666667
"109",316,0.0307526041666667
"110",14,0.0307526041666667
"111",313,0.0307526041666667
"112",240,0.0307526041666667
"113",310,0.0307526041666667
"114",320,0.0307526041666667
"115",309,0.0307526041666667
"116",319,0.0307526041666667
"117",312,0.0307526041666667
"118",315,0.0307526041666667
"119",317,0.0307526041666667
"120",284,0.0307526103961243
"121",266,0.0307526557807761
"122",197,0.0307527432529254
"123",255,0.0307528246201581
"124",234,0.0307531006553062
"125",194,0.0324541666666666
"126",243,0.0324541666666666
"127",165,0.0324541666666667
"128",190,0.0324541666666667
"129",225,0.0324541666666667
"130",229,0.0324541666666667
"131",241,0.0324541666666667
"132",235,0.0324541666666667
"133",242,0.0324541666666667
"134",228,0.0324541666666667
"135",238,0.0324541666666667
"136",9,0.0324541666666667
"137",236,0.0324541666666667
"138",230,0.0324541666666667
"139",200,0.0324544689855232
"140",233,0.0324544689855233
"141",217,0.0332102846672577
"142",27,0.0335652777777777
"143",46,0.0335652777777777
"144",43,0.0335652777777778
"145",16,0.0335652777777778
"146",22,0.0335652777777778
"147",28,0.0335652777777778
"148",33,0.0335652777777778
"149",42,0.0335652777777778
"150",44,0.0335652777777778
"151",19,0.0335652777777778
"152",1,0.0335652777777778
"153",30,0.0335652777777778
"154",39,0.0335652777777778
"155",38,0.0335652777777778
"156",17,0.0335656540811699
"157",23,0.0335656540811699
"158",83,0.0336600129121502
"159",87,0.0336601443107265
"160",108,0.0336608202754132
"161",220,0.0341917588810069
"162",178,0.0341919787676896
"163",53,0.0343478903017732
"164",168,0.0348916666666666
"165",268,0.0348916666666666
"166",85,0.0358984375
"167",90,0.0358984375
"168",104,0.0358984375
"169",71,0.0359027777777777
"170",107,0.0359027777777777
"171",54,0.0359027777777778
"172",55,0.0359027777777778
"173",79,0.0359027777777778
"174",102,0.0359027777777778
"175",65,0.0359027777777778
"176",74,0.0359027777777778
"177",86,0.0359027777777778
"178",96,0.0359027777777778
"179",2,0.0359027777777778
"180",70,0.0359027777777778
"181",73,0.0359027777777778
"182",76,0.0359027777777778
"183",84,0.0359027777777778
"184",106,0.0359027777777778
"185",3,0.0359027777777778
"186",52,0.0359027777777778
"187",56,0.0359027777777778
"188",58,0.0359027777777778
"189",80,0.0359027777777778
"190",82,0.0359027777777778
"191",91,0.0359027777777778
"192",97,0.0359027777777778
"193",103,0.0359027777777778
"194",88,0.0359027777777778
"195",50,0.0359027777777778
"196",60,0.0359027777777778
"197",66,0.0359027777777778
"198",72,0.0359027777777778
"199",94,0.0359027823114012
"200",64,0.0359027823114012
"201",81,0.0359029590758399
"202",49,0.0359029590758399
"203",92,0.0359029590758399
"204",61,0.0359029590758399
"205",205,0.0406192708333333
"206",224,0.0406192708333333
"207",293,0.0406192708333333
"208",214,0.0406192708333333
"209",294,0.0406192708333333
"210",298,0.0406192708333333
"211",218,0.0406192708333333
"212",304,0.0406192708333333
"213",308,0.0406192708333333
"214",307,0.0406192708333333
"215",292,0.0406192708333333
"216",305,0.0406192708333333
"217",295,0.0406192708333333
"218",302,0.0406192708333333
"219",13,0.0406192708333333
"220",297,0.0406192708333334
"221",300,0.0406192708333334
"222",301,0.0406192708333334
"223",246,0.0406192919661242
"224",207,0.0406193843080478
"225",263,0.04061943437248
"226",281,0.04061943437248
"227",176,0.0406694444444444
"228",181,0.0406694444444444
"229",275,0.0406694444444444
"230",157,0.0406694444444444
"231",287,0.0406694444444444
"232",261,0.0406694444444444
"233",278,0.0406694444444444
"234",322,0.0406694444444444
"235",326,0.0406694444444444
"236",329,0.0406694444444444
"237",15,0.0406694444444445
"238",324,0.0406694444444445
"239",328,0.0406694444444445
"240",330,0.0406694444444445
"241",323,0.0406694444444445
"242",290,0.0406696191414686
"243",273,0.0406696191414687
"244",250,0.0413916666666666
"245",264,0.0413916666666666
"246",282,0.0413916666666666
"247",187,0.0413916666666667
"248",169,0.0434093170572036
"249",253,0.043411592700402
"250",183,0.0450027777777778
"251",279,0.0450027777777778
"252",159,0.0458152777777777
"253",185,0.0458152777777777
"254",222,0.0458152777777778
"255",212,0.0458152777777778
"256",167,0.0458152777777778
"257",204,0.0458152777777778
"258",211,0.0458152777777778
"259",215,0.0458152777777778
"260",219,0.0458152777777778
"261",210,0.0458152777777778
"262",8,0.0458152777777778
"263",223,0.0458152777777778
"264",208,0.0458152777777778
"265",221,0.0458152777777778
"266",175,0.0458153952718832
"267",259,0.046220378846128
"268",196,0.046302065854755
"269",191,0.0463036111169259
"270",155,0.0464457680430387
"271",276,0.0465354564380181
"272",288,0.0465369061006309
"273",161,0.0465787646302364
"274",158,0.0469041666666666
"275",184,0.0469041666666666
"276",248,0.0469041666666666
"277",262,0.0469041666666666
"278",280,0.0469041666666666
"279",6,0.0469041666666667
"280",10,0.0469041666666667
"281",160,0.0469041666666667
"282",172,0.0469041666666667
"283",7,0.0469041666666667
"284",12,0.0469041666666667
"285",153,0.0469041666666667
"286",154,0.0469041666666667
"287",163,0.0469041666666667
"288",166,0.0469041666666667
"289",171,0.0469041666666667
"290",173,0.0469041666666667
"291",174,0.0469041666666667
"292",177,0.0469041666666667
"293",198,0.0469041666666667
"294",199,0.0469041666666667
"295",256,0.0469041666666667
"296",258,0.0469041666666667
"297",260,0.0469041666666667
"298",267,0.0469041666666667
"299",271,0.0469041666666667
"300",272,0.0469041666666667
"301",289,0.0469041666666667
"302",162,0.0469041666666667
"303",179,0.0469041666666667
"304",180,0.0469041666666667
"305",186,0.0469041666666667
"306",188,0.0469041666666667
"307",192,0.0469041666666667
"308",193,0.0469041666666667
"309",201,0.0469041666666667
"310",202,0.0469041666666667
"311",209,0.0469041666666667
"312",245,0.0469041666666667
"313",249,0.0469041666666667
"314",251,0.0469041666666667
"315",254,0.0469041666666667
"316",257,0.0469041666666667
"317",277,0.0469041666666667
"318",285,0.0469041666666667
"319",11,0.0469041666666667
"320",170,0.0469041666666667
"321",195,0.0469041666666667
"322",203,0.0469041666666667
"323",270,0.0469041666666667
"324",274,0.0469041666666667
"325",291,0.0469041666666667
"326",164,0.0469041666666667
"327",189,0.0469041666666667
"328",252,0.0469041666666667
"329",265,0.0469041666666667
"330",283,0.0469041666666667
