"INDEX","SSR"
"1",4,0.0260541666666667
"2",5,0.0286067708333333
"3",14,0.0307526041666667
"4",9,0.0324541666666667
"5",1,0.0335652777777778
"6",2,0.0359027777777778
"7",3,0.0359027777777778
"8",13,0.0406192708333333
"9",15,0.0406694444444445
"10",8,0.0458152777777778
"11",6,0.0469041666666667
"12",10,0.0469041666666667
"13",7,0.0469041666666667
"14",12,0.0469041666666667
"15",11,0.0469041666666667
