A1,B1,A2,B2,covariance
Dai,Dai,Dinka,Dinka,0
Dai,Dai,Dinka,Kostenki14,0
Dai,Dai,Dinka,Onge,0
Dai,Dai,Dinka,Papuan,0
Dai,Dai,Kostenki14,Kostenki14,0
Dai,Dai,Kostenki14,Onge,0
Dai,Dai,Kostenki14,Papuan,0
Dai,Dai,Onge,Onge,0
Dai,Dai,Onge,Papuan,0
Dai,Dai,Papuan,Papuan,0
Dai,Denisovan,Dai,Denisovan,1
Dai,Denisovan,Dai,Dinka,0
Dai,Denisovan,Dai,Kostenki14,0
Dai,Denisovan,Dai,Onge,0
Dai,Denisovan,Dai,Papuan,0
Dai,Denisovan,Denisovan,Denisovan,0
Dai,Denisovan,Denisovan,Dinka,0
Dai,Denisovan,Denisovan,Kostenki14,0
Dai,Denisovan,Denisovan,Onge,0
Dai,Denisovan,Denisovan,Papuan,0
Dai,Denisovan,Dinka,Dinka,0
Dai,Denisovan,Dinka,Kostenki14,0
Dai,Denisovan,Dinka,Onge,0
Dai,Denisovan,Dinka,Papuan,0
Dai,Denisovan,Kostenki14,Kostenki14,0
Dai,Denisovan,Kostenki14,Onge,0
Dai,Denisovan,Kostenki14,Papuan,0
Dai,Denisovan,Onge,Onge,0
Dai,Denisovan,Onge,Papuan,0
Dai,Denisovan,Papuan,Papuan,0
Dai,Dinka,Dai,Dinka,1
Dai,Dinka,Dai,Kostenki14,0
Dai,Dinka,Dai,Onge,0
Dai,Dinka,Dai,Papuan,0
Dai,Dinka,Denisovan,Denisovan,0
Dai,Dinka,Denisovan,Dinka,0
Dai,Dinka,Denisovan,Kostenki14,0
Dai,Dinka,Denisovan,Onge,0
Dai,Dinka,Denisovan,Papuan,0
Dai,Dinka,Dinka,Dinka,0
Dai,Dinka,Dinka,Kostenki14,0
Dai,Dinka,Dinka,Onge,0
Dai,Dinka,Dinka,Papuan,0
Dai,Dinka,Kostenki14,Kostenki14,0
Dai,Dinka,Kostenki14,Onge,0
Dai,Dinka,Kostenki14,Papuan,0
Dai,Dinka,Onge,Onge,0
Dai,Dinka,Onge,Papuan,0
Dai,Dinka,Papuan,Papuan,0
Dai,Kostenki14,Dai,Kostenki14,1
Dai,Kostenki14,Dai,Onge,0
Dai,Kostenki14,Dai,Papuan,0
Dai,Kostenki14,Denisovan,Denisovan,0
Dai,Kostenki14,Denisovan,Dinka,0
Dai,Kostenki14,Denisovan,Kostenki14,0
Dai,Kostenki14,Denisovan,Onge,0
Dai,Kostenki14,Denisovan,Papuan,0
Dai,Kostenki14,Dinka,Dinka,0
Dai,Kostenki14,Dinka,Kostenki14,0
Dai,Kostenki14,Dinka,Onge,0
Dai,Kostenki14,Dinka,Papuan,0
Dai,Kostenki14,Kostenki14,Kostenki14,0
Dai,Kostenki14,Kostenki14,Onge,0
Dai,Kostenki14,Kostenki14,Papuan,0
Dai,Kostenki14,Onge,Onge,0
Dai,Kostenki14,Onge,Papuan,0
Dai,Kostenki14,Papuan,Papuan,0
Dai,Onge,Dai,Onge,1
Dai,Onge,Dai,Papuan,0
Dai,Onge,Denisovan,Denisovan,0
Dai,Onge,Denisovan,Dinka,0
Dai,Onge,Denisovan,Kostenki14,0
Dai,Onge,Denisovan,Onge,0
Dai,Onge,Denisovan,Papuan,0
Dai,Onge,Dinka,Dinka,0
Dai,Onge,Dinka,Kostenki14,0
Dai,Onge,Dinka,Onge,0
Dai,Onge,Dinka,Papuan,0
Dai,Onge,Kostenki14,Kostenki14,0
Dai,Onge,Kostenki14,Onge,0
Dai,Onge,Kostenki14,Papuan,0
Dai,Onge,Onge,Onge,0
Dai,Onge,Onge,Papuan,0
Dai,Onge,Papuan,Papuan,0
Dai,Papuan,Dai,Papuan,1
Dai,Papuan,Denisovan,Denisovan,0
Dai,Papuan,Denisovan,Dinka,0
Dai,Papuan,Denisovan,Kostenki14,0
Dai,Papuan,Denisovan,Onge,0
Dai,Papuan,Denisovan,Papuan,0
Dai,Papuan,Dinka,Dinka,0
Dai,Papuan,Dinka,Kostenki14,0
Dai,Papuan,Dinka,Onge,0
Dai,Papuan,Dinka,Papuan,0
Dai,Papuan,Kostenki14,Kostenki14,0
Dai,Papuan,Kostenki14,Onge,0
Dai,Papuan,Kostenki14,Papuan,0
Dai,Papuan,Onge,Onge,0
Dai,Papuan,Onge,Papuan,0
Dai,Papuan,Papuan,Papuan,0
Denisovan,Denisovan,Denisovan,Denisovan,1
Denisovan,Denisovan,Denisovan,Dinka,0
Denisovan,Denisovan,Denisovan,Kostenki14,0
Denisovan,Denisovan,Denisovan,Onge,0
Denisovan,Denisovan,Denisovan,Papuan,0
Denisovan,Denisovan,Dinka,Dinka,0
Denisovan,Denisovan,Dinka,Kostenki14,0
Denisovan,Denisovan,Dinka,Onge,0
Denisovan,Denisovan,Dinka,Papuan,0
Denisovan,Denisovan,Kostenki14,Kostenki14,0
Denisovan,Denisovan,Kostenki14,Onge,0
Denisovan,Denisovan,Kostenki14,Papuan,0
Denisovan,Denisovan,Onge,Onge,0
Denisovan,Denisovan,Onge,Papuan,0
Denisovan,Denisovan,Papuan,Papuan,0
Denisovan,Dinka,Denisovan,Dinka,1
Denisovan,Dinka,Denisovan,Kostenki14,0
Denisovan,Dinka,Denisovan,Onge,0
Denisovan,Dinka,Denisovan,Papuan,0
Denisovan,Dinka,Dinka,Dinka,0
Denisovan,Dinka,Dinka,Kostenki14,0
Denisovan,Dinka,Dinka,Onge,0
Denisovan,Dinka,Dinka,Papuan,0
Denisovan,Dinka,Kostenki14,Kostenki14,0
Denisovan,Dinka,Kostenki14,Onge,0
Denisovan,Dinka,Kostenki14,Papuan,0
Denisovan,Dinka,Onge,Onge,0
Denisovan,Dinka,Onge,Papuan,0
Denisovan,Dinka,Papuan,Papuan,0
Denisovan,Kostenki14,Denisovan,Kostenki14,1
Denisovan,Kostenki14,Denisovan,Onge,0
Denisovan,Kostenki14,Denisovan,Papuan,0
Denisovan,Kostenki14,Dinka,Dinka,0
Denisovan,Kostenki14,Dinka,Kostenki14,0
Denisovan,Kostenki14,Dinka,Onge,0
Denisovan,Kostenki14,Dinka,Papuan,0
Denisovan,Kostenki14,Kostenki14,Kostenki14,0
Denisovan,Kostenki14,Kostenki14,Onge,0
Denisovan,Kostenki14,Kostenki14,Papuan,0
Denisovan,Kostenki14,Onge,Onge,0
Denisovan,Kostenki14,Onge,Papuan,0
Denisovan,Kostenki14,Papuan,Papuan,0
Denisovan,Onge,Denisovan,Onge,1
Denisovan,Onge,Denisovan,Papuan,0
Denisovan,Onge,Dinka,Dinka,0
Denisovan,Onge,Dinka,Kostenki14,0
Denisovan,Onge,Dinka,Onge,0
Denisovan,Onge,Dinka,Papuan,0
Denisovan,Onge,Kostenki14,Kostenki14,0
Denisovan,Onge,Kostenki14,Onge,0
Denisovan,Onge,Kostenki14,Papuan,0
Denisovan,Onge,Onge,Onge,0
Denisovan,Onge,Onge,Papuan,0
Denisovan,Onge,Papuan,Papuan,0
Denisovan,Papuan,Denisovan,Papuan,1
Denisovan,Papuan,Dinka,Dinka,0
Denisovan,Papuan,Dinka,Kostenki14,0
Denisovan,Papuan,Dinka,Onge,0
Denisovan,Papuan,Dinka,Papuan,0
Denisovan,Papuan,Kostenki14,Kostenki14,0
Denisovan,Papuan,Kostenki14,Onge,0
Denisovan,Papuan,Kostenki14,Papuan,0
Denisovan,Papuan,Onge,Onge,0
Denisovan,Papuan,Onge,Papuan,0
Denisovan,Papuan,Papuan,Papuan,0
Dinka,Dinka,Dinka,Dinka,1
Dinka,Dinka,Dinka,Kostenki14,0
Dinka,Dinka,Dinka,Onge,0
Dinka,Dinka,Dinka,Papuan,0
Dinka,Dinka,Kostenki14,Kostenki14,0
Dinka,Dinka,Kostenki14,Onge,0
Dinka,Dinka,Kostenki14,Papuan,0
Dinka,Dinka,Onge,Onge,0
Dinka,Dinka,Onge,Papuan,0
Dinka,Dinka,Papuan,Papuan,0
Dinka,Kostenki14,Dinka,Kostenki14,1
Dinka,Kostenki14,Dinka,Onge,0
Dinka,Kostenki14,Dinka,Papuan,0
Dinka,Kostenki14,Kostenki14,Kostenki14,0
Dinka,Kostenki14,Kostenki14,Onge,0
Dinka,Kostenki14,Kostenki14,Papuan,0
Dinka,Kostenki14,Onge,Onge,0
Dinka,Kostenki14,Onge,Papuan,0
Dinka,Kostenki14,Papuan,Papuan,0
Dinka,Onge,Dinka,Onge,1
Dinka,Onge,Dinka,Papuan,0
Dinka,Onge,Kostenki14,Kostenki14,0
Dinka,Onge,Kostenki14,Onge,0
Dinka,Onge,Kostenki14,Papuan,0
Dinka,Onge,Onge,Onge,0
Dinka,Onge,Onge,Papuan,0
Dinka,Onge,Papuan,Papuan,0
Dinka,Papuan,Dinka,Papuan,1
Dinka,Papuan,Kostenki14,Kostenki14,0
Dinka,Papuan,Kostenki14,Onge,0
Dinka,Papuan,Kostenki14,Papuan,0
Dinka,Papuan,Onge,Onge,0
Dinka,Papuan,Onge,Papuan,0
Dinka,Papuan,Papuan,Papuan,0
Kostenki14,Kostenki14,Kostenki14,Kostenki14,1
Kostenki14,Kostenki14,Kostenki14,Onge,0
Kostenki14,Kostenki14,Kostenki14,Papuan,0
Kostenki14,Kostenki14,Onge,Onge,0
Kostenki14,Kostenki14,Onge,Papuan,0
Kostenki14,Kostenki14,Papuan,Papuan,0
Kostenki14,Onge,Kostenki14,Onge,1
Kostenki14,Onge,Kostenki14,Papuan,0
Kostenki14,Onge,Onge,Onge,0
Kostenki14,Onge,Onge,Papuan,0
Kostenki14,Onge,Papuan,Papuan,0
Kostenki14,Papuan,Kostenki14,Papuan,1
Kostenki14,Papuan,Onge,Onge,0
Kostenki14,Papuan,Onge,Papuan,0
Kostenki14,Papuan,Papuan,Papuan,0
Onge,Onge,Onge,Onge,1
Onge,Onge,Onge,Papuan,0
Onge,Onge,Papuan,Papuan,0
Onge,Papuan,Onge,Papuan,1
Onge,Papuan,Papuan,Papuan,0
Papuan,Papuan,Papuan,Papuan,1
