A1,B1,A2,B2,covariance
IBS,ITU,ITU,ITU,0
IBS,ITU,ITU,JPT,0
IBS,ITU,ITU,MXL,0
IBS,ITU,ITU,PUR,0
IBS,ITU,JPT,JPT,0
IBS,ITU,JPT,MXL,0
IBS,ITU,JPT,PUR,0
IBS,ITU,MXL,MXL,0
IBS,ITU,MXL,PUR,0
IBS,ITU,PUR,PUR,0
IBS,JPT,IBS,JPT,1
IBS,JPT,IBS,MXL,0
IBS,JPT,IBS,PUR,0
IBS,JPT,ITU,ITU,0
IBS,JPT,ITU,JPT,0
IBS,JPT,ITU,MXL,0
IBS,JPT,ITU,PUR,0
IBS,JPT,JPT,JPT,0
IBS,JPT,JPT,MXL,0
IBS,JPT,JPT,PUR,0
IBS,JPT,MXL,MXL,0
IBS,JPT,MXL,PUR,0
IBS,JPT,PUR,PUR,0
IBS,MXL,IBS,MXL,1
IBS,MXL,IBS,PUR,0
IBS,MXL,ITU,ITU,0
IBS,MXL,ITU,JPT,0
IBS,MXL,ITU,MXL,0
IBS,MXL,ITU,PUR,0
IBS,MXL,JPT,JPT,0
IBS,MXL,JPT,MXL,0
IBS,MXL,JPT,PUR,0
IBS,MXL,MXL,MXL,0
IBS,MXL,MXL,PUR,0
IBS,MXL,PUR,PUR,0
IBS,PUR,IBS,PUR,1
IBS,PUR,ITU,ITU,0
IBS,PUR,ITU,JPT,0
IBS,PUR,ITU,MXL,0
IBS,PUR,ITU,PUR,0
IBS,PUR,JPT,JPT,0
IBS,PUR,JPT,MXL,0
IBS,PUR,JPT,PUR,0
IBS,PUR,MXL,MXL,0
IBS,PUR,MXL,PUR,0
IBS,PUR,PUR,PUR,0
ITU,ITU,ITU,ITU,1
ITU,ITU,ITU,JPT,0
ITU,ITU,ITU,MXL,0
ITU,ITU,ITU,PUR,0
ITU,ITU,JPT,JPT,0
ITU,ITU,JPT,MXL,0
ITU,ITU,JPT,PUR,0
ITU,ITU,MXL,MXL,0
ITU,ITU,MXL,PUR,0
ITU,ITU,PUR,PUR,0
ITU,JPT,ITU,JPT,1
ITU,JPT,ITU,MXL,0
ITU,JPT,ITU,PUR,0
ITU,JPT,JPT,JPT,0
ITU,JPT,JPT,MXL,0
ITU,JPT,JPT,PUR,0
ITU,JPT,MXL,MXL,0
ITU,JPT,MXL,PUR,0
ITU,JPT,PUR,PUR,0
ITU,MXL,ITU,MXL,1
ITU,MXL,ITU,PUR,0
ITU,MXL,JPT,JPT,0
ITU,MXL,JPT,MXL,0
ITU,MXL,JPT,PUR,0
ITU,MXL,MXL,MXL,0
ITU,MXL,MXL,PUR,0
ITU,MXL,PUR,PUR,0
ITU,PUR,ITU,PUR,1
ITU,PUR,JPT,JPT,0
ITU,PUR,JPT,MXL,0
ITU,PUR,JPT,PUR,0
ITU,PUR,MXL,MXL,0
ITU,PUR,MXL,PUR,0
ITU,PUR,PUR,PUR,0
JPT,JPT,JPT,JPT,1
JPT,JPT,JPT,MXL,0
JPT,JPT,JPT,PUR,0
JPT,JPT,MXL,MXL,0
JPT,JPT,MXL,PUR,0
JPT,JPT,PUR,PUR,0
JPT,MXL,JPT,MXL,1
JPT,MXL,JPT,PUR,0
JPT,MXL,MXL,MXL,0
JPT,MXL,MXL,PUR,0
JPT,MXL,PUR,PUR,0
JPT,PUR,JPT,PUR,1
JPT,PUR,MXL,MXL,0
JPT,PUR,MXL,PUR,0
JPT,PUR,PUR,PUR,0
MXL,MXL,MXL,MXL,1
MXL,MXL,MXL,PUR,0
MXL,MXL,PUR,PUR,0
MXL,PUR,MXL,PUR,1
MXL,PUR,PUR,PUR,0
PUR,PUR,PUR,PUR,1
